Id,SalePrice
1461,127061.73382534643
1462,158524.7970522785
1463,184685.34942884042
1464,187978.84383206445
1465,188132.83846523488
1466,181800.60240387765
1467,172033.02231493592
1468,171563.1280159318
1469,185577.5189631949
1470,122758.10273898568
1471,211284.64173406223
1472,96076.17582528322
1473,97916.9677513413
1474,150662.26531773136
1475,116960.37101614359
1476,366862.61431186594
1477,248645.0415844396
1478,287951.0157105087
1479,271806.0602617246
1480,522393.67231864925
1481,307170.4870063373
1482,199344.63739866266
1483,180649.0353327935
1484,168384.34675863045
1485,179430.6093470153
1486,197961.62025128346
1487,318917.5184090117
1488,230977.58467750956
1489,200197.72990583084
1490,233449.54680015406
1491,192034.76212442224
1492,95857.54741885264
1493,175810.23118478345
1494,311518.6127987906
1495,284049.9455814512
1496,261555.7903477468
1497,187566.04897059832
1498,155354.1752795906
1499,159476.69181194587
1500,158187.94245197275
1501,174361.24748473242
1502,149204.79969163012
1503,289308.9579745786
1504,232210.69426243735
1505,226250.87192759887
1506,176590.76535217644
1507,252317.783831718
1508,193725.0632595732
1509,154964.05098031144
1510,143755.1209565649
1511,144526.9828212598
1512,166646.97738002753
1513,142294.30619227438
1514,160905.4914591041
1515,196523.04597745714
1516,158119.278999135
1517,155919.44529361764
1518,133091.34554017085
1519,228295.7614260359
1520,137348.93204060875
1521,137455.1821747755
1522,164895.5056862273
1523,113870.52027510412
1524,121990.42014107325
1525,124425.59270140142
1526,123717.82145847105
1527,108920.69861213931
1528,132331.1338790233
1529,149313.58956234148
1530,168310.95759081625
1531,120103.23928882074
1532,99012.41722521278
1533,147799.5571453492
1534,119309.20193463369
1535,157018.0636304818
1536,113283.30349498845
1537,78866.65797493375
1538,147651.65820942563
1539,193710.54186157716
1540,100977.73515438705
1541,141431.75833803145
1542,145211.43902077057
1543,196545.11409953525
1544,77809.05872518718
1545,105590.64358644487
1546,129907.10993257117
1547,127316.37352357057
1548,125057.13297862063
1549,118561.26909423374
1550,144815.06430884267
1551,113146.1158609682
1552,139853.49008494517
1553,127050.15270454444
1554,113972.80182465973
1555,172150.5870584215
1556,90218.7682364283
1557,108498.29722873837
1558,96409.92157255752
1559,86946.19575443742
1560,137923.3005678816
1561,124728.94364157533
1562,130310.35399170012
1563,123139.34582228723
1564,163619.04883334335
1565,144757.64383561397
1566,241713.79107154743
1567,83321.17392381822
1568,229339.96432870912
1569,154844.73763269995
1570,142363.36565445823
1571,123402.80237906094
1572,144284.80262554315
1573,237942.96459825258
1574,123675.06122038487
1575,219842.86253937302
1576,236887.30705090924
1577,193948.72642656014
1578,145498.61233893954
1579,142752.86673610966
1580,188855.62878253235
1581,145042.02387230896
1582,127072.13952563693
1583,321400.2629353455
1584,231198.07104912793
1585,143425.66324796173
1586,73319.44646813582
1587,100962.30311719961
1588,144168.61273530914
1589,105714.41838073611
1590,137657.68868501144
1591,99210.15650619363
1592,121086.55545802484
1593,124595.7325333369
1594,129994.76757541839
1595,112870.26564690121
1596,219993.84379611243
1597,177866.37795992754
1598,192227.09888449922
1599,171660.38525787936
1600,167690.34616812915
1601,68140.8355461145
1602,119319.17164742132
1603,73013.70292513829
1604,284168.62439385976
1605,245599.92238967863
1606,167588.17964254593
1607,166915.94359793596
1608,216366.52161272487
1609,187305.58895493785
1610,154794.73138698193
1611,144099.8715807956
1612,180203.85043740337
1613,172097.63319366518
1614,119724.92044266492
1615,87268.56426317224
1616,80108.68521234061
1617,88837.6820539598
1618,127220.30658367542
1619,138064.433340463
1620,159588.87351325984
1621,137925.5555833502
1622,140737.2240204699
1623,274377.5059193984
1624,222246.24770796363
1625,124565.4857326219
1626,166152.59303310746
1627,187240.80424007197
1628,275917.6299821633
1629,175327.23593598153
1630,339948.7815653898
1631,207253.70116293704
1632,235689.54666041615
1633,174646.53065996713
1634,190642.07381929114
1635,178256.6315042836
1636,154727.54185561434
1637,192468.84746635464
1638,198354.5851842027
1639,184449.32708484
1640,265167.0610089981
1641,184039.49637906323
1642,227380.57674951476
1643,218878.33068209278
1644,230978.75952859435
1645,199066.98132384603
1646,156834.46202186414
1647,158549.58978043724
1648,134913.10945208935
1649,141701.356893064
1650,122092.52121891544
1651,123221.76567199668
1652,95554.98972155429
1653,95740.45885116718
1654,151723.60500885957
1655,146312.83575787334
1656,147637.53964779057
1657,151125.08153480117
1658,153398.74278587516
1659,126283.66207552943
1660,155619.35136866997
1661,468680.2878163581
1662,379894.0081633949
1663,380277.85398365604
1664,402641.10064879473
1665,301450.34129439626
1666,333269.81494560523
1667,366728.3344140173
1668,336366.6211790259
1669,278005.9973630084
1670,345128.6236906567
1671,280983.854663373
1672,461643.0603532168
1673,292833.94278330443
1674,234860.95792272288
1675,184526.35241403859
1676,202042.95890049543
1677,212606.04533506476
1678,492943.73272751214
1679,396791.96348906757
1680,324349.8341659481
1681,243984.81518590025
1682,314712.302872679
1683,186224.39292465887
1684,175493.4545869605
1685,176821.0024113651
1686,169296.40856395985
1687,167489.68487949713
1688,193445.662547454
1689,192614.6050050668
1690,186056.95813668086
1691,178868.2855140933
1692,260661.26760719373
1693,166289.99651219003
1694,179370.2916168261
1695,163987.35490411404
1696,272084.89147044765
1697,161430.95667293418
1698,354425.60677459615
1699,317917.1244352908
1700,239123.71610372016
1701,264748.88785212766
1702,253420.15579309282
1703,255769.71939190748
1704,291823.68057390186
1705,227472.54156962517
1706,399932.44100375066
1707,213298.1185360193
1708,210765.28092950836
1709,254591.8383491519
1710,217727.58241675617
1711,267527.2373174218
1712,240490.2410861811
1713,293198.0013794325
1714,223920.39056132754
1715,204245.00122391275
1716,176995.11850854638
1717,169675.24070150583
1718,118674.19122845052
1719,198622.54578182008
1720,224159.80784382042
1721,164320.50247762486
1722,117166.35106922216
1723,164509.22559370947
1724,207830.95205716175
1725,237850.87660884793
1726,187209.72361746224
1727,170378.46169189468
1728,189731.59545363308
1729,157780.1147099674
1730,152020.8288666088
1731,124601.43907844188
1732,129672.62336545656
1733,123105.05703676291
1734,127464.55772893543
1735,137247.96109998616
1736,116014.5826182269
1737,286178.86311462196
1738,208410.3641968662
1739,257535.98218805774
1740,233236.51820140498
1741,192554.39160894902
1742,171554.24190492663
1743,174668.2113514618
1744,294228.5941774108
1745,211823.64460041112
1746,201505.35010697474
1747,219875.85660662464
1748,233531.2522742622
1749,161426.28033316374
1750,131464.90543090404
1751,230914.38937126644
1752,123051.50801327055
1753,144457.12680551215
1754,189193.89249161514
1755,169725.3993679259
1756,127850.48014568827
1757,122216.80851656207
1758,148220.44354301225
1759,162814.33576668025
1760,172645.22512575454
1761,146956.9821087806
1762,177974.17590002986
1763,166516.6684531969
1764,119648.86727063378
1765,147319.14543676452
1766,176845.72265383843
