Id,SalePrice
1461,124501.43396650949
1462,151055.18711250226
1463,181965.6250250575
1464,188027.86063791046
1465,194600.40396628095
1466,184487.88600074872
1467,170930.51392665604
1468,177002.84033857431
1469,182637.29398443474
1470,129390.82470826754
1471,202661.427284633
1472,100684.29420453227
1473,104939.19217088346
1474,152416.45273530122
1475,123457.24404392562
1476,336416.0807190412
1477,248999.33585677607
1478,301891.4630065007
1479,304000.4895448771
1480,385909.08129584463
1481,305143.2106954537
1482,208933.11414223723
1483,187776.18526933962
1484,175981.24123347655
1485,180412.04366306338
1486,199599.4611404602
1487,297637.55052541476
1488,239187.48654098978
1489,198237.7693304043
1490,217031.27187096386
1491,197646.44134561735
1492,106240.0945258864
1493,178637.66617498445
1494,292690.3442454796
1495,282043.39664195216
1496,233310.27455887405
1497,185160.34604466354
1498,161812.37234273643
1499,159889.47543026865
1500,164040.0547598938
1501,171152.4379614505
1502,165299.21925831542
1503,258806.41716054204
1504,220257.42732396402
1505,219743.10772240287
1506,179333.93472967844
1507,233533.03628160123
1508,190938.07480825656
1509,158752.65315714903
1510,148322.92582186047
1511,148514.0460497726
1512,170377.85524690276
1513,149973.62358562095
1514,152314.0052507406
1515,184783.09474393816
1516,153229.20834812784
1517,149240.52593840443
1518,140866.09811570626
1519,220997.86694061014
1520,138423.33422462223
1521,140515.61300628236
1522,161561.1416179087
1523,118906.17048548043
1524,120494.05440519466
1525,126595.27875087557
1526,128227.27568412028
1527,112806.58549804577
1528,125275.09293396141
1529,141730.7195792499
1530,164825.2627585233
1531,132361.9588527129
1532,103662.29534436566
1533,139411.72143367343
1534,120516.44716112073
1535,149657.59880889038
1536,119777.55308182836
1537,98847.88356640442
1538,142446.73807752086
1539,183817.21976860188
1540,122716.76121956873
1541,141297.54106491138
1542,136911.15028053155
1543,177004.9981059262
1544,92049.98249146978
1545,107464.44729723036
1546,123523.23252057788
1547,133518.46600291983
1548,124706.89103378916
1549,114715.2266287836
1550,137038.09352891028
1551,120611.47421744077
1552,145322.3635417651
1553,132755.87203328853
1554,116839.1401807269
1555,165872.4916342199
1556,101339.78925040511
1557,113581.93724745761
1558,106175.8815190385
1559,116306.65842056792
1560,137433.39528474206
1561,139761.70450196113
1562,127181.86944614784
1563,123349.28419658588
1564,162367.2922370664
1565,153640.09068214975
1566,202544.98319859523
1567,97805.03428055717
1568,215574.48767641332
1569,155898.83676915665
1570,136839.54774681822
1571,128998.85977364026
1572,143128.5620063488
1573,228639.84319192465
1574,133679.55780092799
1575,201600.28236188454
1576,222856.22746875876
1577,193606.41445129027
1578,145771.59199173577
1579,143840.15287097197
1580,190218.28852128336
1581,138486.335648441
1582,126627.49715875521
1583,303562.14355643984
1584,233700.409309781
1585,145978.0672243651
1586,92603.37020074816
1587,113580.18510036697
1588,141326.9483731434
1589,109457.63179439008
1590,134072.03146475626
1591,102770.42182084799
1592,130859.61305323665
1593,121283.16129877312
1594,126019.94554110746
1595,129660.773799307
1596,199926.00916222978
1597,169324.91149489026
1598,180309.1742922109
1599,162406.94768447668
1600,173589.68216719822
1601,87592.45462129341
1602,115031.45168233658
1603,103885.44509207494
1604,267291.13328904985
1605,239876.01792247096
1606,161451.97588805086
1607,164109.2179586764
1608,213487.5220912012
1609,190563.22992477272
1610,162930.31393488162
1611,149997.55632500345
1612,189240.05915461612
1613,177029.5230753366
1614,122674.07622956333
1615,94211.47254164451
1616,91571.05532142377
1617,99437.60675448457
1618,123043.12166869777
1619,135625.82226759603
1620,172981.330516879
1621,141561.71695632345
1622,142906.0227006027
1623,250192.8925619234
1624,218246.55662504752
1625,126661.33152848424
1626,168195.8651057322
1627,187656.58337362355
1628,259215.75552911323
1629,174068.04149867257
1630,288055.7913303793
1631,198651.73522137824
1632,229379.72311274405
1633,170461.20428665413
1634,186723.12645347032
1635,181878.2775712514
1636,168530.65742907394
1637,181111.031878067
1638,197624.5171814645
1639,181128.88685157223
1640,230210.1279157015
1641,176483.02991309308
1642,216807.0515807672
1643,220604.73512325168
1644,217494.90291468354
1645,184807.37922518575
1646,155861.51215982303
1647,161088.62185696597
1648,143123.67080170134
1649,138666.30504693702
1650,125205.35609598608
1651,122513.58967211648
1652,100575.35209182328
1653,100819.037005034
1654,153349.5125080312
1655,145950.3834568956
1656,150039.1402981207
1657,152057.08098370727
1658,155074.9925371597
1659,127203.86578284386
1660,151109.76223684681
1661,384056.2342163487
1662,319356.2453054965
1663,358251.3023877653
1664,386266.07428542105
1665,307369.08727390575
1666,314253.73139157926
1667,326468.6094676477
1668,320790.11526997696
1669,279473.84099341533
1670,321187.7105955616
1671,263067.87132038805
1672,368800.1816542835
1673,291474.5086984342
1674,245689.32960445283
1675,196498.23875142247
1676,194524.9726828734
1677,207918.86636711287
1678,376358.5969954199
1679,358921.2058555995
1680,301420.70502073993
1681,243724.31384728197
1682,303222.7922842618
1683,194909.29674035
1684,184545.76835538406
1685,182832.92883881088
1686,183085.35177425368
1687,174556.2337885292
1688,196873.37399387037
1689,196967.72241406748
1690,190862.77926657558
1691,183562.31787951206
1692,244249.856819106
1693,172953.82655546418
1694,182878.2183120607
1695,171661.6589679034
1696,260355.93611511213
1697,171076.30361964475
1698,323332.0795131434
1699,303406.0533540021
1700,241900.96105376276
1701,260507.17030761685
1702,252159.865806098
1703,255781.3197573309
1704,280298.17528335185
1705,232497.80269671808
1706,359905.64043743897
1707,209759.30764892264
1708,204993.08330104555
1709,257529.90371943242
1710,221861.65726299078
1711,250572.0765984904
1712,264336.6035128194
1713,264595.8469894658
1714,217131.79569869424
1715,198014.44217422788
1716,178150.65633813074
1717,165656.61899687373
1718,131665.33245163024
1719,204240.82894608311
1720,239123.1471148469
1721,164502.57048592743
1722,127312.61595086049
1723,157681.1566535065
1724,212283.13192908402
1725,226548.8402962421
1726,190883.7452271314
1727,179254.5803838504
1728,190150.97181317286
1729,162973.02111870985
1730,149482.60211677031
1731,126237.85924518929
1732,129326.13738021269
1733,125063.82988062063
1734,129970.54705059623
1735,131927.8933863799
1736,123701.38896133383
1737,269248.98722565186
1738,212040.70322724318
1739,247558.54727577575
1740,227510.35831498634
1741,187140.83988701043
1742,169550.22041633815
1743,173062.70804469349
1744,261771.245418699
1745,204748.20983186437
1746,196735.34969382582
1747,199761.81109634408
1748,202833.70435215853
1749,160451.003378027
1750,141723.31361184252
1751,208067.2629872953
1752,124098.06758455298
1753,153799.79774684677
1754,193013.48722215928
1755,165584.4406452736
1756,126394.93503635237
1757,122134.87687333091
1758,150598.65792608942
1759,160072.3271337879
1760,162293.43644758788
1761,150985.67559276408
1762,171762.8839012909
1763,167289.92075204317
1764,123083.63017236057
1765,170731.96469728387
1766,171819.6640119452
1767,196401.72404840423
1768,140357.72538414632
1769,163830.2929913154
1770,139955.61238952243
1771,134632.85778766187
1772,139276.44198300148
1773,137024.24299248948
1774,152401.64010300228
1775,132291.46376298676
1776,120803.1714139058
1777,114440.5756447771
1778,132217.33435040637
1779,123725.03907657448
1780,168655.753682299
1781,131613.06302077876
1782,105233.23126620008
1783,134057.90630284356
1784,107736.06311037594
1785,120705.18805540695
1786,152170.07021525604
1787,161917.74642667855
1788,82276.19507578171
1789,108205.45247421386
1790,101513.0254089693
1791,176240.52345721703
1792,146326.8908669956
1793,146175.59416805118
1794,136480.2477301521
1795,133720.98618014925
1796,127654.51972881581
1797,120742.69960093076
1798,128248.92902417436
1799,109688.6578225374
1800,129814.22472604952
1801,131122.51808600244
1802,135218.67788236565
1803,156190.47829361793
1804,140748.98251699295
1805,137078.7414666519
1806,119848.43931097061
1807,134358.35014413382
1808,121159.50722886679
1809,119493.77077645985
1810,137401.667419391
1811,111042.38017304052
1812,108134.24744490028
1813,119327.44732574039
1814,104226.86856004568
1815,79292.9877281745
1816,105811.63823445154
1817,133221.1228694968
1818,142629.78567025223
1819,121406.26643823054
1820,86944.49645648622
1821,118347.96892494234
1822,145846.12950617794
1823,80676.92878039058
1824,131167.1173395691
1825,133949.41748160703
1826,110072.45952494719
1827,110996.1149187219
1828,131731.5770426019
1829,116963.15550104607
1830,135489.88551037392
1831,143978.8761610199
1832,118912.72969052153
1833,141382.48365001165
1834,128408.64050074533
1835,135652.51164589517
1836,126850.91657147369
1837,100119.65315287662
1838,125635.63617174949
1839,98179.77583705781
1840,138954.02620220825
1841,138296.99396904238
1842,100012.49613044804
1843,142929.94641491293
